filmoId,nomId
2617,34872
2619,35800
2620,47166
2621,15453
2622,43878
2623,53635
2624,28935
2625,12328
2626,48030
2627,30736
2628,38633
2629,51278
2630,43476
2631,4737
2632,28935
2633,52788
2634,22955
2635,46736
2636,25898
2637,27851
2637,50183
2638,15080
2639,28935
2640,16861
2641,51919
2643,32012
2644,32012
2645,36805
2646,180
2647,51935
2648,6764
2649,28932
2650,28935
2651,42312
2652,42622
2653,55585
2654,33117
2655,33256
2656,33023
2657,51673
2660,35750
2661,38396
2662,11885
2663,40365
2664,37585
2665,49318
2666,37403
2667,25721
2668,14981
2669,10199
2670,23681
2671,22662
2672,23681
2673,23681
2674,23681
2675,23681
2676,23681
2677,10219
2678,23681
2679,5028
2680,54226
2681,31156
2682,36573
2683,28508
2684,29711
2685,42729
2686,43476
2687,34844
2688,15809
2689,51673
2690,8133
2691,14085
2692,14085
2693,14085
2694,49136
2694,57414
2695,14085
2696,14085
2697,14085
2698,35023
2699,25327
2700,5773
2701,2224
2702,26186
2703,6764
2704,9171
2705,594
2705,38628
2706,42504
2707,36831
2708,32917
2709,10648
2710,26806
2711,56571
2712,28653
2713,20026
2714,15787
2714,22711
2715,4510
2716,14085
1850,24962
1851,2517
1852,24267
1853,42622
1854,31309
1855,2224
1856,38865
1857,48747
1858,45902
1859,5998
1860,38865
1861,22520
1862,38992
1863,23311
1864,42244
1865,37833
1866,26484
1867,19445
1868,30529
1869,32012
1870,16412
1871,56522
1872,52245
1873,56571
1874,31822
1875,3284
1876,53635
1877,9646
1878,43603
1879,36302
1880,18525
1881,19445
1882,25856
1883,42008
1884,14989
1884,21138
1884,40308
1884,45832
1885,42008
1886,30767
1887,33852
1888,14626
1888,19337
1888,54177
1889,20026
1890,37787
1891,28589
1892,31741
1893,58202
1894,17306
1894,46330
1895,28935
1896,46967
1897,27165
1898,29562
1899,55038
1900,24837
1901,40052
1902,43475
1903,50584
1904,5285
1905,10734
1906,5347
1907,16412
1908,29711
1909,9646
1910,11885
1911,38485
1912,35326
1913,33352
1914,44811
1915,28380
1916,46736
1917,48281
1918,48626
1919,45210
1920,27464
1921,26484
1922,51412
1923,48951
1924,49584
1925,50439
1926,149047
1927,42622
1928,42092
1929,32941
1930,55811
1931,23311
1932,28597
1933,16412
1934,3685
1935,56239
1936,25140
1937,25014
1938,12152
1939,5668
1940,48102
1941,48102
1942,9047
1943,35257
1944,1992
1945,19523
1946,4649
1947,19276
1948,48869
1949,51673
1950,3919
1951,27737
1952,980
1953,28935
1954,21575
1955,54575
1956,10790
1956,29061
1957,37051
1958,44376
1959,15391
1959,30890
1959,40052
1959,55696
1960,37585
1961,54673
1962,17327
1962,20351
1962,22627
1962,31966
1962,33585
1962,35753
1962,43403
1962,47836
1962,52031
1962,52475
1963,15391
1964,27382
1965,22106
1966,20223
1966,48148
1967,32265
1968,29565
1969,27737
1970,34339
1971,11160
1972,51748
1973,6977
1974,8204
1975,35364
1976,48281
1977,45964
1978,43603
1978,55636
1979,52008
1980,5175
1981,31475
1982,40052
1983,26032
1984,19113
1985,25458
1986,51919
1987,37051
1988,1992
1989,37752
1990,27851
1990,50183
1991,51748
1992,27938
1993,27938
1994,55636
1995,55658
1996,41818
1997,51919
1998,1566
1999,5059
2000,27737
2001,23647
2002,52008
2003,16078
2004,23769
2005,44547
2006,23298
2007,34451
2008,19276
2009,4156
2010,49240
2011,26677
2011,44436
2012,29018
2013,27851
2013,50183
